set,k,QQ,x_b,t,phi_x,F,sigmaF,Mean F Prediction,Std Dev Prediction,ReH_pred,ReH_std,ReE_pred,ReE_std,ReHt_pred,ReHt_std,dvcs_pred,dvcs_std
1,5.75,1.82,0.343,-0.172,7.5,0.1116,0.00492,0.11580841,0.002452032,-1.0194837,0.12527962,-1.096801,0.14011858,-1.4123564,0.18616638,0.017328748,0.0013371711
1,5.75,1.82,0.343,-0.172,22.5,0.1176,0.00468,0.11129397,0.0022694322,-1.0194837,0.12527962,-1.096801,0.14011858,-1.4123564,0.18616638,0.017328748,0.0013371711
1,5.75,1.82,0.343,-0.172,37.5,0.0998,0.0042,0.103378996,0.0019737782,-1.0194837,0.12527962,-1.096801,0.14011858,-1.4123564,0.18616638,0.017328748,0.0013371711
1,5.75,1.82,0.343,-0.172,52.5,0.0941,0.00396,0.09371157,0.0016680455,-1.0194837,0.12527962,-1.096801,0.14011858,-1.4123564,0.18616638,0.017328748,0.0013371711
1,5.75,1.82,0.343,-0.172,67.5,0.0882,0.0036,0.08380532,0.0014413691,-1.0194837,0.12527962,-1.096801,0.14011858,-1.4123564,0.18616638,0.017328748,0.0013371711
1,5.75,1.82,0.343,-0.172,82.5,0.0787,0.00336,0.07468687,0.0013311927,-1.0194837,0.12527962,-1.096801,0.14011858,-1.4123564,0.18616638,0.017328748,0.0013371711
1,5.75,1.82,0.343,-0.172,97.5,0.0672,0.00312,0.066880725,0.0013158692,-1.0194837,0.12527962,-1.096801,0.14011858,-1.4123564,0.18616638,0.017328748,0.0013371711
1,5.75,1.82,0.343,-0.172,112.5,0.0608,0.00288,0.060556464,0.001348874,-1.0194837,0.12527962,-1.096801,0.14011858,-1.4123564,0.18616638,0.017328748,0.0013371711
1,5.75,1.82,0.343,-0.172,127.5,0.0575,0.00276,0.05568964,0.0013942423,-1.0194837,0.12527962,-1.096801,0.14011858,-1.4123564,0.18616638,0.017328748,0.0013371711
1,5.75,1.82,0.343,-0.172,142.5,0.0501,0.00252,0.05217807,0.0014339681,-1.0194837,0.12527962,-1.096801,0.14011858,-1.4123564,0.18616638,0.017328748,0.0013371711
1,5.75,1.82,0.343,-0.172,157.5,0.0499,0.00252,0.049910076,0.0014614929,-1.0194837,0.12527962,-1.096801,0.14011858,-1.4123564,0.18616638,0.017328748,0.0013371711
